contact,latitude,longitude,area,rent,competitors,exposure,population
zsuzsannanagy@gmail.com,47.53199977595736,19.032944706693492,497,300000,4,0.35738760997280483,385
ferenc86@vincze.biz,47.531528676524665,19.037747384571716,370,203000,0,0.4280403660950417,1045
ilona25@yahoo.com,47.52650876623754,19.032905781072557,671,180000,4,0.5202331241868468,480
ukovacs@kerekes.org,47.538353282300385,19.022720373349163,398,286000,5,0.6401263402301951,1010
jszabi@jinas.net,47.54924684229513,19.021621515278508,800,228000,4,0.5445689289041012,339
ffekete@hotmail.com,47.53285776335988,19.027080552038463,436,371000,1,0.6248740749200558,633
ukovacs@yahoo.com,47.55326807830346,19.02765418128882,738,171000,3,0.5905802812289351,482
kissdenes@hotmail.com,47.549570902006145,19.029610958842596,659,177000,4,0.6001175232680351,604
volah@hajdu.biz,47.54720860454264,19.016964032438874,700,225000,2,0.5887456827396225,504
agnesnagy@gmail.com,47.55627487576568,19.035682200676405,843,255000,6,0.36118962036971897,713
iren61@mate.org,47.53928769476037,19.028010517743354,457,252000,5,0.6068357074541116,89
nikoletta35@kiss.com,47.55265015138511,19.017935065963773,671,190000,1,0.5252728333636462,246
erzsebetszabi@yahoo.com,47.54619056358592,19.025412433582584,676,182000,0,0.43707201687078406,246
farkasiren@barta.hu,47.558161943630196,19.01825163942545,361,212000,0,0.5229405152813908,920
ebalog@nemeth.com,47.545465352481315,19.029049577671657,467,174000,3,0.6222904502764226,577
zoltanvincze@varga.com.hu,47.56103962081389,19.028739680925963,724,291000,0,0.6200832185248,885
rozalia53@balogh.hu,47.53945612922042,19.019804357823215,561,375000,4,0.6341219639187714,973
nandor12@szabi.info,47.55423582300178,19.02011399701759,478,370000,1,0.36154588727360143,752
boroseva@simon.org,47.51714191561016,19.020663872103235,388,189000,0,0.374572257843785,736
imre47@bognar.info,47.5449890681864,19.02512776789094,382,168000,5,0.3510295358720691,88
zsifiafarkas@hotmail.com,47.52236962319021,19.034509222392973,769,289000,0,0.3646034761427153,1096
orsolyaracz@gmail.com,47.55338074902078,19.02126406470277,758,158000,1,0.5493591133153104,249
mihalyfabian@kovacs.biz,47.53699808466449,19.020776878908137,493,157000,4,0.5468184347047593,617
bkiraly@yahoo.com,47.53139342854895,19.02484760022702,712,358000,2,0.36117019446878695,397
magyarlaszli@gmail.com,47.528263329971374,19.018755336685565,477,240000,0,0.6223978125949742,520
zszabi@hotmail.com,47.51981522871235,19.029349566114583,840,173000,4,0.6258184406709593,185
qhorvath@lakatos.info,47.51863384208681,19.02301946012755,744,370000,3,0.4947640059182029,817
gyongyivoros@nagy.hu,47.51685698416713,19.026879652598534,626,270000,1,0.5792253527609743,810
mbogdan@gmail.com,47.53714392327823,19.03674647860954,740,345000,1,0.5324797810154243,432
bernadett58@yahoo.com,47.548938893596485,19.01689796075357,493,285000,5,0.40995463916369285,698
hszucs@tith.biz,47.55392464800247,19.017198671921577,752,176000,1,0.47125489735594417,162
gdudas@balogh.org,47.54320827641484,19.019213478918132,478,399000,3,0.6450083149867153,1022
mariakiss@gal.com.hu,47.54012647378608,19.01883745202483,413,338000,5,0.4812803789054124,746
horvathanita@farkas.hu,47.516854199035244,19.02913767059704,803,358000,3,0.5148671836468073,667
annamaria72@hotmail.com,47.519828501735354,19.02655299362968,769,388000,4,0.45146083539901083,718
lillakovacs@szabi.biz,47.51802278365581,19.024926865943655,385,217000,2,0.631444611197211,754
laszliszabi@hotmail.com,47.52060432052802,19.02047838078303,636,324000,3,0.45690809737960075,574
jizsef24@hotmail.com,47.54816622581028,19.027464081393173,450,274000,6,0.4026857832692456,773
xgaspar@yahoo.com,47.55156230022918,19.036757451050033,812,225000,0,0.4371036907932307,528
gyorgy76@bognar.org,47.5332620985894,19.033666140997486,605,152000,1,0.3879345449729656,184
gergo83@nagy.hu,47.51928858956535,19.01686909261006,571,226000,5,0.5864399237094395,296
nagysandor@yahoo.com,47.55043135682192,19.02319403877534,800,248000,0,0.4316816906967105,540
juditkiss@gal.com.hu,47.518650735519294,19.026691439507843,384,204000,5,0.5337930719170305,178
torokildiki@gmail.com,47.56032088195419,19.027418234944008,578,385000,2,0.6159529127347113,952
tithandras@kovacs.net,47.55542826446031,19.030287664077832,651,319000,3,0.619236463999584,740
vorban@juhasz.biz,47.516474223801325,19.021485176384743,359,220000,6,0.42952011434981124,105
alexandra62@gmail.com,47.52718340084482,19.028949061460438,520,369000,6,0.5721958889583328,1027
timeatith@horvath.com.hu,47.557807915926674,19.02790409846375,689,304000,0,0.45927247740419785,1055
wbarna@gulyas.hu,47.540122958306476,19.030774559340745,730,274000,4,0.3546923790961202,575
emma07@horvath.com,47.528325930467425,19.03380960925763,528,327000,5,0.40112934819277757,186
kovacsorsolya@gmail.com,47.54251255025161,19.028191481175664,364,352000,5,0.5440307799599334,921
judittamas@yahoo.com,47.563836323429925,19.024299408887302,801,339000,4,0.5616768024778213,443
kissilona@yahoo.com,47.5651828896575,19.022747643128714,650,225000,6,0.5917962850196022,576
fszabi@molnar.org,47.53308260166111,19.022827191938287,791,349000,0,0.4639898489024643,377
nemethlajos@kovacs.net,47.52082786512798,19.022647675394843,531,200000,5,0.6455684477862031,960
katalinpal@gmail.com,47.543275187479225,19.036956973645253,385,275000,6,0.5964120279972098,955
ofazekas@varga.org,47.532987219607065,19.035770405428174,826,223000,5,0.4530856412610516,703
balazs07@katona.info,47.54915963269947,19.03810709029321,728,370000,0,0.6428781906321341,393
abalint@molnar.biz,47.518226171776625,19.03189027098756,600,239000,6,0.6401290696782072,566
gabor38@gmail.com,47.55990163785026,19.023219443407967,673,326000,5,0.4772448923030433,353
nikoletttorok@szabi.com.hu,47.56442751851788,19.036883153973914,728,201000,1,0.38727944760914734,1036
laszli26@gmail.com,47.54363133490623,19.034537171919087,763,399000,5,0.5757579411042243,168
istvan23@gmail.com,47.554539981687256,19.035311977700797,548,299000,6,0.359853138452474,433
maria75@nagy.biz,47.55170334305944,19.03186745443665,683,183000,0,0.5842775578726216,559
pvirag@csonka.hu,47.54936346423551,19.03811133440844,405,334000,0,0.4362062240691527,606
ferenc18@hotmail.com,47.5303561607316,19.032521083408234,789,282000,1,0.5986755816377993,471
mariakovacs@yahoo.com,47.55842433222882,19.037662739798936,565,151000,2,0.5686260304031292,849
emmasarkozi@gmail.com,47.539543218831575,19.036677404192414,372,389000,0,0.3817408741316523,963
anna91@nagy.com.hu,47.54314579912268,19.018341746601003,593,277000,1,0.43067882145380776,177
krisztina19@gmail.com,47.51580873185762,19.021398982851164,408,398000,3,0.5806733818609162,1022
norbert78@papp.org,47.536193735824895,19.01638265753751,437,304000,1,0.4601747886458981,370
dianakovacs@kiss.info,47.56409463171236,19.03596459703393,350,302000,2,0.6228381749613293,293
magdolnasimon@hotmail.com,47.5289493538762,19.02678611485016,832,375000,5,0.35996545002867764,240
barbaranagy@yahoo.com,47.55045499106777,19.018151674732422,683,257000,4,0.5182091562024229,384
rvaradi@virag.net,47.515345447492436,19.017136068480475,517,265000,6,0.4684508443649067,236
andrea42@nagy.info,47.54786724472759,19.03105004171816,449,186000,5,0.5299450627657972,1017
tithgabriella@olah.hu,47.522815546748035,19.036039497285564,607,151000,2,0.6354860839799188,344
attilakovacs@gmail.com,47.519458593486036,19.021055828941407,821,248000,2,0.4364764955654438,348
jeno08@yahoo.com,47.53330642647527,19.035737290685212,725,227000,5,0.46358814297423645,573
jeno57@hotmail.com,47.55365737458657,19.02446334362,799,299000,1,0.43366172544824433,886
hannanagy@szekely.hu,47.529799966717796,19.03700201661825,681,232000,5,0.5789088394915718,817
juliannabogdan@gmail.com,47.52695568272322,19.029401155110772,496,151000,6,0.3862038032100256,970
agnes30@takacs.hu,47.535570792073344,19.024318127604122,470,354000,1,0.357333960176169,195
rozalia55@yahoo.com,47.53433325157316,19.033768991966767,389,206000,5,0.4157321446979675,162
iren49@yahoo.com,47.53490309038223,19.024136564789266,451,302000,2,0.5521776321549943,889
baloghjizsef@pal.com,47.56030497170761,19.027185851862225,414,194000,1,0.5731435065141047,901
wdeak@kiss.com.hu,47.542674053958166,19.027541056140265,688,315000,4,0.4044522331306246,827
fazekasbela@hotmail.com,47.556563348304074,19.024483302044988,708,291000,4,0.45715421699183567,615
laszlitith@szabi.net,47.55361789694799,19.017199131620416,644,290000,2,0.49328084422236446,428
alexandrajuhasz@molnar.biz,47.5477591032611,19.021476579278733,689,247000,6,0.369652292362413,123
kornelkelemen@balint.info,47.550054890562805,19.01910100600527,409,355000,5,0.5561065800851142,407
bnemeth@hotmail.com,47.56016753076281,19.0256379074561,459,169000,2,0.5556053582134824,921
sandornagy@gmail.com,47.528587294282474,19.017253409676666,787,207000,4,0.48365742769436393,323
katalinorosz@illes.biz,47.53914780555615,19.023164343383975,637,155000,0,0.4758395017975221,338
katonamilan@kerekes.org,47.54667401121273,19.020582646269062,450,240000,3,0.6118759052379232,1052
richard06@hotmail.com,47.51702466524164,19.037231716733164,662,294000,5,0.4218681156326761,155
bernadettorban@kelemen.org,47.53784474447771,19.029764916452706,703,341000,1,0.48511270883530644,596
yszabi@kis.com,47.545778237748465,19.037672192449453,435,195000,6,0.6494038567919905,166
wkovacs@yahoo.com,47.52638592474853,19.016378388986205,546,238000,1,0.37328658320539804,823
nagyandrea@hotmail.com,47.53160031896283,19.019561763041906,468,224000,2,0.41794962732898927,854
shorvath@hotmail.com,47.55972570227437,19.02732000796272,440,288000,5,0.5602176610693059,295
gyorgy27@hajdu.biz,47.566121371519806,19.021324843450518,806,245000,6,0.42172203009685183,652
fkovacs@gmail.com,47.56102734831779,19.023718402041,381,179000,5,0.4604811729363481,276
eszabi@yahoo.com,47.55249468475146,19.020995608794454,437,299000,2,0.6372644253721227,712
istvanolah@szabi.net,47.53489416524141,19.018091529269462,674,262000,6,0.5048614668184312,802
meszarosnikolett@olah.info,47.53644707094151,19.03393630729977,590,203000,1,0.5611144365864466,419
gyulajuhasz@pinter.com.hu,47.554571526557176,19.017428811995,579,280000,6,0.44173309795694155,686
mgal@gmail.com,47.56560112319376,19.031239868927855,404,181000,4,0.3703128379364146,487
jizsefbogdan@hotmail.com,47.552718836695625,19.026234798402587,482,226000,5,0.47272758753048927,923
vargaeva@gmail.com,47.562524985463405,19.02186090052412,364,320000,1,0.4728561670492699,205
kelemengabor@hotmail.com,47.55529066487488,19.0310699876081,541,339000,3,0.4689332186609686,456
ztith@horvath.com,47.55622907937794,19.02563858618078,823,383000,6,0.45246736026864415,321
rmagyar@szabi.org,47.555515271445564,19.027860548184037,703,396000,2,0.47777881694816715,459
vbalazs@kozma.biz,47.56192710580349,19.02366852740336,728,168000,4,0.6177979889966966,499
xnagy@torok.info,47.55504530341049,19.02341448616938,769,337000,0,0.516441677940097,1081
anikinagy@molnar.info,47.55882658725647,19.036851234057362,739,346000,6,0.5693836518479118,149
melindaantal@yahoo.com,47.5355036752493,19.030371567163662,436,392000,5,0.5170585958901641,823
marianemeth@budai.biz,47.55991133181468,19.017548399457176,415,285000,6,0.42607302985393114,309
nagyaniki@kovacs.com.hu,47.52253973909683,19.018550627057238,717,268000,4,0.5688361464865677,459
istvanmolnar@kovacs.org,47.528610845347906,19.02455114472222,689,252000,2,0.46560073456063744,85
halaszmilan@gmail.com,47.518089085682185,19.023951481401422,458,368000,5,0.4826795308601506,976
hnemes@molnar.org,47.518568254220405,19.034896016832374,740,247000,3,0.5075013822664143,1062
baloghkaroly@lukacs.biz,47.549004565533934,19.03054016594259,784,180000,3,0.6369365386009239,125
vargagyongyi@hotmail.com,47.52388262261692,19.02964589781949,685,265000,2,0.4821043725109113,299
reka08@tith.com,47.56351556457362,19.034963982342685,614,308000,5,0.6429537610563012,984
xhorvath@takacs.com,47.55352467687479,19.0377518734785,482,356000,2,0.4371989327455079,657
racztunde@gmail.com,47.5240611609874,19.035438357202622,623,252000,3,0.4519640319641179,740
magyareva@hotmail.com,47.55369479318273,19.03704416762417,822,291000,2,0.45086151576696665,781
viragbognar@hotmail.com,47.56023017803715,19.020423632860485,657,302000,1,0.35703455063824924,1093
belaorsis@bakos.info,47.521407871967845,19.024390675036596,473,352000,4,0.4624586576825005,547
kristif08@yahoo.com,47.53766328038279,19.029579996028012,404,339000,1,0.5520454732614111,490
laszli84@horvath.info,47.54267529044952,19.036522401562166,361,399000,5,0.4759408698540466,859
lajos05@feher.biz,47.550824988394375,19.03754108261199,507,307000,1,0.6217882211234174,374
nbalogh@gmail.com,47.546590489973916,19.031010730156865,587,337000,0,0.3853525761593169,1087
erzsebet43@kozma.net,47.54132666005358,19.02540301089352,530,188000,4,0.58047361596015,697
vkovacs@kiss.hu,47.53421407058756,19.023313947501865,788,191000,4,0.5838831065104304,548
lukacslaszli@gmail.com,47.56336509222058,19.01684393373833,410,181000,0,0.579660640028323,710
adriennkovacs@yahoo.com,47.5348923474074,19.030489879530197,514,175000,0,0.45228689833023844,141
mszilagyi@molnar.com.hu,47.54658293682994,19.021336545423264,675,286000,5,0.41283032801353614,745
wkelemen@gmail.com,47.53993722139307,19.020444145172085,492,337000,2,0.502764932709498,337
kissbianka@gmail.com,47.52297537980914,19.034751284061414,738,350000,6,0.5728504795820502,189
nemethzoltan@gmail.com,47.51977988510923,19.021120540989696,717,209000,5,0.6074516447827419,475
sarkozipatrik@nagy.info,47.54632862507132,19.020741066725215,456,156000,0,0.35400612790800856,1043
gtith@gmail.com,47.54050401685095,19.023694705263274,619,208000,1,0.4064156292752663,703
ilona61@yahoo.com,47.53414944753021,19.037692028927832,517,211000,4,0.40075178031245945,311
zsoltbalog@nagy.com.hu,47.56208300000861,19.027006185272935,790,381000,6,0.431869738685315,328
oorban@hotmail.com,47.51500817013013,19.035304133767234,678,152000,5,0.5386152298392193,694
ribert12@gmail.com,47.56340386753122,19.03282922109122,528,253000,6,0.6196368769350789,878
imrehorvath@kovacs.info,47.53664229708557,19.02006587513997,352,366000,1,0.359710384624144,100
terezkovacs@yahoo.com,47.54893558374991,19.030316644407215,727,185000,0,0.5376009027894924,715
horvathildiki@szalai.com,47.519203020523044,19.020277277595316,482,249000,5,0.49049105641710533,177
ekovacs@hotmail.com,47.561811629587865,19.03028705335196,658,163000,0,0.5512123072342929,129
snagy@kovacs.hu,47.52778027181125,19.030811683197303,824,332000,2,0.37187768666101995,1069
hajnalkalukacs@horvath.info,47.544548603063774,19.021325110508073,674,193000,4,0.45741354465195705,895
clengyel@jakab.info,47.55420820415433,19.035869664425082,678,391000,2,0.4878774475765093,377
vargalevente@gmail.com,47.53256159934321,19.032845521817734,832,284000,6,0.6299590761431628,349
htith@yahoo.com,47.5516007152447,19.017016291555056,740,159000,1,0.5021816987342599,237
wfaragi@lakatos.biz,47.54135451661095,19.018148804291624,511,341000,1,0.5424076754787764,1048
peterhorvath@nagy.info,47.55878488950703,19.027132929934226,683,265000,0,0.46983173544371526,248
zsoltkozma@nagy.org,47.531810125972534,19.034014536654293,836,343000,2,0.49253677028241216,658
utith@laszli.hu,47.563772816933756,19.032910394243487,752,322000,6,0.5688321768409712,1093
jizsefszabi@gmail.com,47.53390495177099,19.025602496101712,497,355000,1,0.4851642490025415,619
zoltannagy@balog.com.hu,47.5159433830413,19.022573462938343,697,242000,3,0.6413941714254949,281
tithaniki@hotmail.com,47.53774493217854,19.017602744567018,833,333000,2,0.5335535864983327,1026
katalin72@farkas.net,47.52933030848206,19.038092830734303,627,298000,5,0.3539005626211943,964
vmolnar@hotmail.com,47.520274528232505,19.027039572821522,811,301000,3,0.5930230374578047,548
lauragaspar@molnar.net,47.53126480707904,19.02898651182898,444,349000,0,0.6343006154047159,893
lajos16@gmail.com,47.54086831274105,19.029073972560937,799,339000,0,0.4461148042746349,754
nszilagyi@pap.com,47.55416798860093,19.02913229747813,763,186000,6,0.5023062863337471,461
hegedusjudit@olah.hu,47.519431306548185,19.02988916781149,814,368000,0,0.40652175375222815,959
ferenc47@gmail.com,47.526835231403474,19.018054316690385,639,219000,5,0.44280831520240727,711
dianasimon@hotmail.com,47.55982662647185,19.02262179552524,763,293000,1,0.35768603537176297,769
xhorvath@hotmail.com,47.55273011401598,19.035149772824216,519,391000,4,0.4383082419991509,988
istvan68@racz.net,47.55311724447492,19.02216588462379,801,269000,1,0.5221970237760752,1016
karolytith@yahoo.com,47.52425962195867,19.021130109409384,658,356000,3,0.6018777260738746,667
jinaspeter@kiss.biz,47.53368713290887,19.023525239066526,764,400000,1,0.5618871533577876,487
adrian11@nemes.biz,47.54895741771312,19.033435901300454,357,378000,3,0.5545381373638806,685
erzsebetsipos@juhasz.hu,47.5310731043792,19.03443513081815,770,267000,3,0.559365294603062,737
janosbalogh@gmail.com,47.52396466656842,19.026615754694287,382,339000,3,0.6453907564524753,632
maria52@yahoo.com,47.537835432977,19.030847035690382,397,393000,4,0.5180565067336746,301
szucscsaba@gmail.com,47.56262924214825,19.0193398054434,471,274000,5,0.3573967994133506,946
istvan88@gmail.com,47.52655242724961,19.02406783983339,654,224000,1,0.5223356959207315,579
jnagy@gmail.com,47.54873045890197,19.023529867092297,367,179000,2,0.5325213710876375,331
katalinjuhasz@szabi.org,47.53996190470795,19.037887914400823,759,186000,1,0.5857416730611507,730
alexandra80@yahoo.com,47.527790686044845,19.03723895243025,633,164000,5,0.5928325856147554,296
miklis80@meszaros.biz,47.5321023327035,19.03513109523769,646,341000,1,0.4313337154863618,278
borbelymark@tith.com,47.52739642034749,19.03773123897812,772,157000,1,0.4882728060574413,947
mjuhasz@hotmail.com,47.55548246050582,19.022183646397302,640,395000,1,0.41826289728558586,923
hajnalkatith@hotmail.com,47.51609041443827,19.021793950354215,710,351000,1,0.4200538790461328,915
sveres@hotmail.com,47.5324770485297,19.022446842921667,577,383000,2,0.38650593793007104,693
emil19@gmail.com,47.524736336492275,19.032666461384668,471,311000,1,0.6273983824915188,101
feherkristif@fazekas.info,47.51719263118707,19.019401130409463,603,252000,4,0.5800190453992873,574
laszlitith@yahoo.com,47.56568118634529,19.034538087370144,666,203000,6,0.5745343284393569,1005
torokrita@dudas.net,47.531072771545126,19.028814509393523,708,257000,6,0.5695868614259991,121
fannimolnar@gmail.com,47.531381060857896,19.01937029250821,753,343000,1,0.555283131445611,908
mark58@hotmail.com,47.54035149419925,19.02868568719475,736,242000,1,0.6237610522605312,1001
novakarpad@yahoo.com,47.51651477462243,19.027898354527334,549,275000,4,0.6034776885535205,584
laszli48@gaspar.info,47.53328292502448,19.024053027968748,715,244000,4,0.44340713031763757,288
kovacstibor@tith.hu,47.518093132157595,19.02705390670864,763,172000,5,0.46416526156156496,624
lkatona@balazs.info,47.52526984299239,19.02965396321005,411,236000,2,0.41436135472916125,148
gergo23@szabi.info,47.52692163623281,19.028443793906177,593,220000,1,0.38589017404210674,106
tundekovacs@szekely.com.hu,47.539848554137045,19.034394833754362,362,186000,3,0.5786729149643417,674
